case_id,generator_variant,target_volume_fraction,target_mean_diameter_um,target_mean_ps,target_kappa,matrix_mu,matrix_alpha,matrix_d,fiber_mu,fiber_alpha,stabilizer_mu,stabilizer_alpha,preferred_direction_x,preferred_direction_y,preferred_direction_z,seed,cpus,double_precision
case_0617,straight,0.344427,0.420704,0.8776,0,80.341595,-11.574887,0,159.208801,18.929823,1,2,1,0,0,42,4,FALSE
case_0618,straight,0.361675,0.424659,0.8776,0,237.248763,-7.953974,0,178.132495,15.667873,1,2,1,0,0,42,4,FALSE
case_0619,straight,0.364462,0.597879,0.8776,0,133.071188,-9.931933,0,196.44095,14.834319,1,2,1,0,0,42,4,FALSE
case_0620,straight,0.392858,0.45484,0.8776,0,103.414127,-14.433865,0,937.684595,26.993647,1,2,1,0,0,42,4,FALSE
case_0621,straight,0.374743,0.438528,0.8776,0,180.176156,-14.975718,0,688.648636,6.748829,1,2,1,0,0,42,4,FALSE
case_0622,straight,0.387472,0.407082,0.8776,0,235.67736,-17.956859,0,275.206597,3.285601,1,2,1,0,0,42,4,FALSE
case_0623,straight,0.305279,0.500713,0.8776,0,196.030301,-18.975756,0,240.132278,8.817712,1,2,1,0,0,42,4,FALSE
case_0624,straight,0.372143,0.515707,0.8776,0,263.265852,-10.916339,0,956.433844,7.466937,1,2,1,0,0,42,4,FALSE
case_0625,straight,0.344761,0.467609,0.8776,0,92.177277,-8.257723,0,102.151172,9.881453,1,2,1,0,0,42,4,FALSE
case_0626,straight,0.370216,0.570074,0.8776,0,148.15254,-12.109522,0,416.79783,20.493935,1,2,1,0,0,42,4,FALSE
case_0627,straight,0.335447,0.417584,0.8776,0,270.438947,-10.175871,0,173.831286,6.939512,1,2,1,0,0,42,4,FALSE
case_0628,straight,0.392525,0.532486,0.8776,0,103.68121,-24.988465,0,116.732045,11.330471,1,2,1,0,0,42,4,FALSE
case_0629,straight,0.31982,0.435646,0.8776,0,89.288026,-9.822798,0,126.680343,27.669421,1,2,1,0,0,42,4,FALSE
case_0630,straight,0.345878,0.458946,0.8776,0,90.753697,-18.308346,0,610.887914,26.613321,1,2,1,0,0,42,4,FALSE
case_0631,straight,0.397561,0.44337,0.8776,0,138.570349,-5.109715,0,122.739226,3.47507,1,2,1,0,0,42,4,FALSE
case_0632,straight,0.310091,0.54063,0.8776,0,146.960406,-5.179804,0,432.304396,15.798006,1,2,1,0,0,42,4,FALSE
case_0633,straight,0.323911,0.551551,0.8776,0,104.503427,-19.392136,0,200.617652,24.740222,1,2,1,0,0,42,4,FALSE
case_0634,straight,0.32775,0.493887,0.8776,0,128.079828,-23.003153,0,580.361102,24.953192,1,2,1,0,0,42,4,FALSE
case_0635,straight,0.332485,0.551766,0.8776,0,127.214128,-6.088533,0,875.806883,17.413691,1,2,1,0,0,42,4,FALSE
case_0636,straight,0.357248,0.594946,0.8776,0,377.385558,-8.69701,0,249.898588,20.935891,1,2,1,0,0,42,4,FALSE
case_0637,straight,0.359763,0.581605,0.8776,0,207.750509,-11.495872,0,331.787503,10.775801,1,2,1,0,0,42,4,FALSE
case_0638,straight,0.308281,0.475803,0.8776,0,276.028488,-21.329195,0,122.997361,25.897031,1,2,1,0,0,42,4,FALSE
case_0639,straight,0.371167,0.586923,0.8776,0,122.283637,-22.542016,0,112.63257,29.517614,1,2,1,0,0,42,4,FALSE
case_0640,straight,0.332863,0.590386,0.8776,0,188.461075,-20.965838,0,100.293083,19.759456,1,2,1,0,0,42,4,FALSE
case_0641,straight,0.371996,0.461347,0.8776,0,159.713332,-23.04922,0,284.843626,20.917086,1,2,1,0,0,42,4,FALSE
case_0642,straight,0.396716,0.461876,0.8776,0,312.918807,-13.480491,0,177.36334,5.020488,1,2,1,0,0,42,4,FALSE
case_0643,straight,0.344805,0.43209,0.8776,0,139.331351,-13.777039,0,284.434456,7.500888,1,2,1,0,0,42,4,FALSE
case_0644,straight,0.344273,0.425722,0.8776,0,125.354182,-12.321319,0,666.82015,4.469114,1,2,1,0,0,42,4,FALSE
case_0645,straight,0.327985,0.416716,0.8776,0,386.230367,-12.495657,0,530.136012,26.572833,1,2,1,0,0,42,4,FALSE
case_0646,straight,0.330546,0.417194,0.8776,0,227.013983,-4.201752,0,552.07741,29.979017,1,2,1,0,0,42,4,FALSE
case_0647,straight,0.376205,0.46973,0.8776,0,144.393255,-16.207659,0,456.259028,27.899965,1,2,1,0,0,42,4,FALSE
case_0648,straight,0.36594,0.443646,0.8776,0,335.137228,-14.265721,0,209.24994,29.640971,1,2,1,0,0,42,4,FALSE
case_0649,straight,0.359898,0.448641,0.8776,0,84.886015,-7.152491,0,313.319336,8.892629,1,2,1,0,0,42,4,FALSE
case_0650,straight,0.348957,0.568447,0.8776,0,218.747767,-10.368047,0,366.11541,7.783787,1,2,1,0,0,42,4,FALSE
case_0651,straight,0.322396,0.410142,0.8776,0,171.014032,-9.449093,0,873.823639,4.245513,1,2,1,0,0,42,4,FALSE
case_0652,straight,0.38324,0.431499,0.8776,0,372.548191,-14.202891,0,767.366046,26.795351,1,2,1,0,0,42,4,FALSE
case_0653,straight,0.321069,0.565364,0.8776,0,117.245507,-19.818755,0,109.33476,14.762779,1,2,1,0,0,42,4,FALSE
case_0654,straight,0.316455,0.566455,0.8776,0,340.363845,-9.235189,0,214.703386,4.708821,1,2,1,0,0,42,4,FALSE
case_0655,straight,0.316223,0.466777,0.8776,0,383.3056,-5.701651,0,216.088962,26.190355,1,2,1,0,0,42,4,FALSE
case_0656,straight,0.338795,0.579331,0.8776,0,85.302843,-18.481015,0,652.07232,14.637645,1,2,1,0,0,42,4,FALSE
case_0657,straight,0.391398,0.537398,0.8776,0,95.560602,-5.48331,0,525.021796,26.278674,1,2,1,0,0,42,4,FALSE
case_0658,straight,0.328852,0.576129,0.8776,0,191.337879,-14.528096,0,272.52277,22.451226,1,2,1,0,0,42,4,FALSE
case_0659,straight,0.335552,0.474596,0.8776,0,91.042235,-17.237434,0,254.533104,10.283985,1,2,1,0,0,42,4,FALSE
case_0660,straight,0.385547,0.488853,0.8776,0,134.841279,-5.323769,0,125.879063,11.266832,1,2,1,0,0,42,4,FALSE
case_0661,straight,0.385391,0.441512,0.8776,0,163.45105,-9.087953,0,264.688727,16.773503,1,2,1,0,0,42,4,FALSE
case_0662,straight,0.33699,0.409332,0.8776,0,86.432795,-20.903695,0,143.464799,3.344512,1,2,1,0,0,42,4,FALSE
case_0663,straight,0.337694,0.545038,0.8776,0,105.310287,-12.15027,0,205.245358,16.646189,1,2,1,0,0,42,4,FALSE
case_0664,straight,0.346057,0.538096,0.8776,0,140.909052,-24.55586,0,109.073501,6.639208,1,2,1,0,0,42,4,FALSE
case_0665,straight,0.369553,0.488036,0.8776,0,81.680326,-13.966924,0,295.26628,12.492198,1,2,1,0,0,42,4,FALSE
case_0666,straight,0.336677,0.462852,0.8776,0,354.565271,-7.839746,0,613.944716,17.867911,1,2,1,0,0,42,4,FALSE
case_0667,straight,0.323142,0.468704,0.8776,0,132.302515,-14.184606,0,593.153191,18.332088,1,2,1,0,0,42,4,FALSE
case_0668,straight,0.377662,0.408377,0.8776,0,379.272931,-5.563676,0,232.218267,25.965986,1,2,1,0,0,42,4,FALSE
case_0669,straight,0.378681,0.409121,0.8776,0,328.958628,-6.879755,0,210.634657,17.046824,1,2,1,0,0,42,4,FALSE
case_0670,straight,0.382005,0.414542,0.8776,0,134.675085,-18.42037,0,396.519287,20.21345,1,2,1,0,0,42,4,FALSE
case_0671,straight,0.341165,0.590684,0.8776,0,209.900789,-19.085017,0,164.272491,14.438689,1,2,1,0,0,42,4,FALSE
case_0672,straight,0.375523,0.434388,0.8776,0,370.223369,-21.870586,0,419.310981,14.597241,1,2,1,0,0,42,4,FALSE
case_0673,straight,0.341067,0.58747,0.8776,0,228.864654,-6.015697,0,481.632176,20.665321,1,2,1,0,0,42,4,FALSE
case_0674,straight,0.396213,0.597445,0.8776,0,203.755286,-6.619797,0,123.22593,15.662141,1,2,1,0,0,42,4,FALSE
case_0675,straight,0.330254,0.507231,0.8776,0,96.33422,-8.004026,0,654.461143,10.654845,1,2,1,0,0,42,4,FALSE
case_0676,straight,0.382502,0.498285,0.8776,0,103.227049,-23.012173,0,144.792842,21.614619,1,2,1,0,0,42,4,FALSE
case_0677,straight,0.338672,0.592686,0.8776,0,93.931914,-24.81264,0,314.193325,5.458688,1,2,1,0,0,42,4,FALSE
case_0678,straight,0.351983,0.55404,0.8776,0,83.303049,-20.225054,0,104.42867,22.896221,1,2,1,0,0,42,4,FALSE
case_0679,straight,0.391714,0.503253,0.8776,0,237.749923,-23.862393,0,943.749241,10.979019,1,2,1,0,0,42,4,FALSE
case_0680,straight,0.328605,0.54025,0.8776,0,134.984044,-23.153482,0,191.086028,24.186472,1,2,1,0,0,42,4,FALSE
case_0681,straight,0.302704,0.468483,0.8776,0,143.248634,-18.233456,0,585.696241,28.960086,1,2,1,0,0,42,4,FALSE
case_0682,straight,0.387298,0.592504,0.8776,0,199.120825,-8.803788,0,659.031512,4.822377,1,2,1,0,0,42,4,FALSE
case_0683,straight,0.348404,0.582689,0.8776,0,124.446098,-15.891336,0,165.793446,14.23701,1,2,1,0,0,42,4,FALSE
case_0684,straight,0.324353,0.591258,0.8776,0,346.844305,-12.960623,0,381.843708,19.923682,1,2,1,0,0,42,4,FALSE
case_0685,straight,0.327468,0.551944,0.8776,0,246.463744,-14.001205,0,847.15652,22.808092,1,2,1,0,0,42,4,FALSE
case_0686,straight,0.356954,0.546151,0.8776,0,85.884567,-17.987466,0,281.638844,22.160694,1,2,1,0,0,42,4,FALSE
case_0687,straight,0.380074,0.456794,0.8776,0,110.006741,-16.55397,0,129.391503,29.456402,1,2,1,0,0,42,4,FALSE
case_0688,straight,0.360944,0.412252,0.8776,0,251.859205,-21.067513,0,401.398184,11.049029,1,2,1,0,0,42,4,FALSE
case_0689,straight,0.316011,0.41181,0.8776,0,204.877797,-7.972648,0,293.95115,11.727448,1,2,1,0,0,42,4,FALSE
case_0690,straight,0.358819,0.598979,0.8776,0,125.105073,-24.53065,0,866.309785,11.122346,1,2,1,0,0,42,4,FALSE
case_0691,straight,0.323297,0.469006,0.8776,0,221.388877,-22.77527,0,472.87761,25.935627,1,2,1,0,0,42,4,FALSE
case_0692,straight,0.373942,0.534973,0.8776,0,344.841715,-15.644357,0,249.080251,2.784538,1,2,1,0,0,42,4,FALSE
case_0693,straight,0.311772,0.487433,0.8776,0,388.431995,-7.401421,0,198.301405,26.339909,1,2,1,0,0,42,4,FALSE
case_0694,straight,0.302076,0.589365,0.8776,0,183.822127,-24.716433,0,339.692432,20.721058,1,2,1,0,0,42,4,FALSE
case_0695,straight,0.31519,0.445213,0.8776,0,224.871957,-10.056058,0,141.751316,8.659106,1,2,1,0,0,42,4,FALSE
case_0696,straight,0.302389,0.555081,0.8776,0,176.09174,-6.577764,0,265.679715,27.186196,1,2,1,0,0,42,4,FALSE
case_0697,straight,0.392417,0.579603,0.8776,0,319.752698,-10.721002,0,793.78019,4.411141,1,2,1,0,0,42,4,FALSE
case_0698,straight,0.331223,0.464068,0.8776,0,83.009448,-21.16881,0,780.417783,17.187989,1,2,1,0,0,42,4,FALSE
case_0699,straight,0.32122,0.497408,0.8776,0,231.777908,-17.655684,0,384.05113,8.004793,1,2,1,0,0,42,4,FALSE
case_0700,straight,0.379308,0.447361,0.8776,0,312.038664,-17.603243,0,798.965876,15.197646,1,2,1,0,0,42,4,FALSE
case_0701,straight,0.366189,0.458548,0.8776,0,384.921181,-20.079026,0,443.935028,27.292696,1,2,1,0,0,42,4,FALSE
case_0702,straight,0.367937,0.529153,0.8776,0,146.33606,-11.867167,0,172.039907,20.635895,1,2,1,0,0,42,4,FALSE
case_0703,straight,0.393137,0.452155,0.8776,0,212.145367,-20.929741,0,171.520824,10.878214,1,2,1,0,0,42,4,FALSE
case_0704,straight,0.316304,0.510941,0.8776,0,194.350211,-21.59185,0,344.442489,27.642865,1,2,1,0,0,42,4,FALSE
case_0705,straight,0.33458,0.487199,0.8776,0,100.459691,-15.067954,0,127.449145,24.305474,1,2,1,0,0,42,4,FALSE
case_0706,straight,0.317975,0.558318,0.8776,0,94.318198,-19.105404,0,918.831279,21.899002,1,2,1,0,0,42,4,FALSE
case_0707,straight,0.318926,0.490677,0.8776,0,166.345158,-8.750372,0,184.487758,14.549284,1,2,1,0,0,42,4,FALSE
case_0708,straight,0.305646,0.405159,0.8776,0,215.75644,-20.137349,0,211.947228,19.130057,1,2,1,0,0,42,4,FALSE
case_0709,straight,0.383368,0.40846,0.8776,0,213.214185,-13.858058,0,390.198013,27.960818,1,2,1,0,0,42,4,FALSE
case_0710,straight,0.311231,0.519345,0.8776,0,184.058452,-9.01476,0,608.602364,5.147634,1,2,1,0,0,42,4,FALSE
case_0711,straight,0.34182,0.404536,0.8776,0,136.011838,-13.630312,0,394.766067,8.293768,1,2,1,0,0,42,4,FALSE
case_0712,straight,0.319124,0.540061,0.8776,0,99.999676,-14.371875,0,521.411006,13.594529,1,2,1,0,0,42,4,FALSE
case_0713,straight,0.368534,0.461189,0.8776,0,311.287873,-6.798316,0,370.218898,29.105543,1,2,1,0,0,42,4,FALSE
case_0714,straight,0.333808,0.426535,0.8776,0,171.497779,-15.717506,0,271.686021,13.524687,1,2,1,0,0,42,4,FALSE
case_0715,straight,0.391607,0.429898,0.8776,0,107.895449,-21.511926,0,188.591527,6.159017,1,2,1,0,0,42,4,FALSE
case_0716,straight,0.37836,0.512827,0.8776,0,166.824215,-14.944368,0,817.813113,6.998242,1,2,1,0,0,42,4,FALSE
case_0717,straight,0.315411,0.47242,0.8776,0,127.44252,-19.805956,0,194.951503,18.584613,1,2,1,0,0,42,4,FALSE
case_0718,straight,0.336309,0.503623,0.8776,0,156.034967,-8.488315,0,220.209956,25.326865,1,2,1,0,0,42,4,FALSE
case_0719,straight,0.3646,0.425311,0.8776,0,108.492507,-13.100525,0,294.574839,7.271968,1,2,1,0,0,42,4,FALSE
case_0720,straight,0.389475,0.404838,0.8776,0,127.031239,-11.331019,0,737.368926,10.064238,1,2,1,0,0,42,4,FALSE
case_0721,straight,0.324943,0.457723,0.8776,0,384.10862,-9.847471,0,744.289495,13.694154,1,2,1,0,0,42,4,FALSE
case_0722,straight,0.370428,0.441064,0.8776,0,199.586025,-21.703783,0,499.42777,28.202897,1,2,1,0,0,42,4,FALSE
case_0723,straight,0.396695,0.481037,0.8776,0,115.660523,-22.318848,0,796.567247,13.760456,1,2,1,0,0,42,4,FALSE
case_0724,straight,0.304483,0.571928,0.8776,0,299.928094,-20.516702,0,247.226421,17.088697,1,2,1,0,0,42,4,FALSE
case_0725,straight,0.333413,0.41647,0.8776,0,357.272009,-22.405905,0,187.975157,12.343202,1,2,1,0,0,42,4,FALSE
case_0726,straight,0.338348,0.41549,0.8776,0,137.36066,-23.318837,0,269.313952,22.495547,1,2,1,0,0,42,4,FALSE
case_0727,straight,0.302519,0.427089,0.8776,0,230.427003,-18.363365,0,550.740561,28.176827,1,2,1,0,0,42,4,FALSE
case_0728,straight,0.303748,0.489222,0.8776,0,116.98705,-15.546462,0,823.096724,13.271319,1,2,1,0,0,42,4,FALSE
case_0729,straight,0.306067,0.515278,0.8776,0,341.316722,-23.273225,0,764.851239,24.5652,1,2,1,0,0,42,4,FALSE
case_0730,straight,0.303233,0.423137,0.8776,0,145.341741,-6.421452,0,182.800148,5.298233,1,2,1,0,0,42,4,FALSE
case_0731,straight,0.34258,0.420376,0.8776,0,315.056215,-6.529394,0,383.405174,8.870038,1,2,1,0,0,42,4,FALSE
case_0732,straight,0.331048,0.442825,0.8776,0,289.16458,-15.491495,0,791.256209,5.058827,1,2,1,0,0,42,4,FALSE
case_0733,straight,0.360578,0.490056,0.8776,0,284.583457,-11.803168,0,245.70954,27.697584,1,2,1,0,0,42,4,FALSE
case_0734,straight,0.372846,0.509671,0.8776,0,198.584381,-7.258502,0,105.807484,16.473562,1,2,1,0,0,42,4,FALSE
case_0735,straight,0.397853,0.474386,0.8776,0,85.802385,-10.425227,0,234.235036,2.69422,1,2,1,0,0,42,4,FALSE
case_0736,straight,0.363405,0.551138,0.8776,0,326.336873,-24.654492,0,491.834447,19.822746,1,2,1,0,0,42,4,FALSE
case_0737,straight,0.363182,0.519102,0.8776,0,272.922995,-21.970597,0,407.829901,8.919161,1,2,1,0,0,42,4,FALSE
case_0738,straight,0.371519,0.537766,0.8776,0,129.009002,-22.060541,0,690.938483,17.596903,1,2,1,0,0,42,4,FALSE
case_0739,straight,0.301963,0.453891,0.8776,0,226.972614,-20.334266,0,238.483779,7.385,1,2,1,0,0,42,4,FALSE
case_0740,straight,0.359145,0.535405,0.8776,0,149.560013,-9.388681,0,322.887293,25.718655,1,2,1,0,0,42,4,FALSE
case_0741,straight,0.340311,0.46343,0.8776,0,290.387906,-23.041187,0,236.023653,12.800474,1,2,1,0,0,42,4,FALSE
case_0742,straight,0.395589,0.444111,0.8776,0,307.752679,-24.699819,0,112.847793,14.311779,1,2,1,0,0,42,4,FALSE
case_0743,straight,0.334014,0.438305,0.8776,0,231.016489,-7.892621,0,741.044957,20.840077,1,2,1,0,0,42,4,FALSE
case_0744,straight,0.312342,0.571366,0.8776,0,323.997654,-13.587025,0,127.098232,13.244729,1,2,1,0,0,42,4,FALSE
case_0745,straight,0.33491,0.533634,0.8776,0,99.056746,-5.396851,0,152.983276,5.668052,1,2,1,0,0,42,4,FALSE
case_0746,straight,0.387639,0.502964,0.8776,0,260.564365,-18.243847,0,898.757024,9.037623,1,2,1,0,0,42,4,FALSE
case_0747,straight,0.351206,0.576739,0.8776,0,309.782305,-20.055584,0,407.057632,25.272968,1,2,1,0,0,42,4,FALSE
case_0748,straight,0.358618,0.517486,0.8776,0,309.063258,-14.760402,0,879.523248,2.331623,1,2,1,0,0,42,4,FALSE
case_0749,straight,0.399544,0.5315,0.8776,0,245.216629,-23.666371,0,332.675673,26.747192,1,2,1,0,0,42,4,FALSE
case_0750,straight,0.32203,0.406797,0.8776,0,103.855724,-12.227591,0,172.605466,16.94496,1,2,1,0,0,42,4,FALSE
case_0751,straight,0.37241,0.547059,0.8776,0,371.693384,-21.490838,0,370.959946,28.281626,1,2,1,0,0,42,4,FALSE
case_0752,straight,0.340278,0.591448,0.8776,0,231.34916,-22.974047,0,869.698304,26.067686,1,2,1,0,0,42,4,FALSE
case_0753,straight,0.378025,0.434725,0.8776,0,119.761698,-11.909229,0,187.707966,21.438676,1,2,1,0,0,42,4,FALSE
case_0754,straight,0.38641,0.401375,0.8776,0,338.834461,-19.574754,0,391.790986,13.659299,1,2,1,0,0,42,4,FALSE
case_0755,straight,0.362856,0.502168,0.8776,0,332.595425,-17.761682,0,282.711782,4.930975,1,2,1,0,0,42,4,FALSE
case_0756,straight,0.356837,0.508618,0.8776,0,100.672267,-15.563387,0,357.665563,26.953606,1,2,1,0,0,42,4,FALSE
case_0757,straight,0.36418,0.527086,0.8776,0,176.541347,-23.832145,0,673.004755,20.186565,1,2,1,0,0,42,4,FALSE
case_0758,straight,0.328118,0.51895,0.8776,0,87.131552,-5.247806,0,560.611186,5.719756,1,2,1,0,0,42,4,FALSE
case_0759,straight,0.314357,0.596785,0.8776,0,159.35161,-16.244166,0,940.587543,23.999132,1,2,1,0,0,42,4,FALSE
case_0760,straight,0.398705,0.594776,0.8776,0,205.250771,-16.876807,0,626.692702,29.040631,1,2,1,0,0,42,4,FALSE
case_0761,straight,0.372707,0.405392,0.8776,0,211.528097,-18.960769,0,410.106932,22.009141,1,2,1,0,0,42,4,FALSE
case_0762,straight,0.305101,0.543951,0.8776,0,121.503962,-14.913745,0,928.604707,24.245184,1,2,1,0,0,42,4,FALSE
case_0763,straight,0.381,0.561275,0.8776,0,184.280979,-16.283678,0,524.321999,19.726606,1,2,1,0,0,42,4,FALSE
case_0764,straight,0.306147,0.430548,0.8776,0,223.460767,-19.454184,0,539.406762,3.942239,1,2,1,0,0,42,4,FALSE
case_0765,straight,0.301444,0.544798,0.8776,0,149.247282,-5.873771,0,588.923876,29.679766,1,2,1,0,0,42,4,FALSE
case_0766,straight,0.395053,0.506718,0.8776,0,142.75561,-9.597276,0,105.095226,15.833492,1,2,1,0,0,42,4,FALSE
case_0767,straight,0.375633,0.523153,0.8776,0,219.250673,-8.442292,0,162.147077,16.406154,1,2,1,0,0,42,4,FALSE
case_0768,straight,0.331995,0.428149,0.8776,0,333.029066,-11.452959,0,167.710872,25.239773,1,2,1,0,0,42,4,FALSE
case_0769,straight,0.359528,0.400226,0.8776,0,152.866201,-11.188593,0,112.30711,7.598566,1,2,1,0,0,42,4,FALSE
case_0770,straight,0.35967,0.485749,0.8776,0,140.235777,-12.307211,0,191.518142,20.587678,1,2,1,0,0,42,4,FALSE
case_0771,straight,0.385838,0.575035,0.8776,0,216.380025,-23.696871,0,806.851105,21.51916,1,2,1,0,0,42,4,FALSE
case_0772,straight,0.314149,0.479194,0.8776,0,97.305668,-8.203764,0,441.423484,26.601468,1,2,1,0,0,42,4,FALSE
case_0773,straight,0.347313,0.573701,0.8776,0,138.064917,-10.707132,0,883.726283,2.270355,1,2,1,0,0,42,4,FALSE
case_0774,straight,0.310645,0.558444,0.8776,0,88.185607,-8.638976,0,175.710167,18.123156,1,2,1,0,0,42,4,FALSE
case_0775,straight,0.34657,0.437453,0.8776,0,241.294923,-18.929542,0,115.435154,3.824559,1,2,1,0,0,42,4,FALSE
case_0776,straight,0.336833,0.424043,0.8776,0,195.263144,-19.289654,0,290.174165,21.276192,1,2,1,0,0,42,4,FALSE
case_0777,straight,0.343875,0.545719,0.8776,0,153.755189,-22.620032,0,463.271483,12.172771,1,2,1,0,0,42,4,FALSE
case_0778,straight,0.327632,0.589775,0.8776,0,83.512509,-19.864366,0,116.582721,10.124765,1,2,1,0,0,42,4,FALSE
case_0779,straight,0.313696,0.489448,0.8776,0,285.286165,-24.100614,0,279.226083,4.067352,1,2,1,0,0,42,4,FALSE
case_0780,straight,0.347643,0.474126,0.8776,0,313.253458,-17.451161,0,359.809472,4.294104,1,2,1,0,0,42,4,FALSE
case_0781,straight,0.310478,0.516593,0.8776,0,183.468299,-7.861492,0,925.848482,26.943412,1,2,1,0,0,42,4,FALSE
case_0782,straight,0.366681,0.492501,0.8776,0,114.244491,-4.757076,0,130.423098,5.600354,1,2,1,0,0,42,4,FALSE
case_0783,straight,0.335357,0.452895,0.8776,0,122.572036,-10.468966,0,327.381843,12.314757,1,2,1,0,0,42,4,FALSE
case_0784,straight,0.362078,0.484114,0.8776,0,126.203439,-17.039071,0,187.213548,5.893219,1,2,1,0,0,42,4,FALSE
case_0785,straight,0.353171,0.484669,0.8776,0,119.41443,-6.464232,0,960.139616,22.285653,1,2,1,0,0,42,4,FALSE
case_0786,straight,0.351631,0.410499,0.8776,0,258.697591,-15.41417,0,753.264843,29.622497,1,2,1,0,0,42,4,FALSE
case_0787,straight,0.345746,0.455802,0.8776,0,92.902181,-7.182238,0,542.367417,3.303587,1,2,1,0,0,42,4,FALSE
case_0788,straight,0.309709,0.588099,0.8776,0,251.484624,-23.372967,0,242.275451,9.095761,1,2,1,0,0,42,4,FALSE
case_0789,straight,0.355115,0.442467,0.8776,0,110.820337,-19.317352,0,180.075431,16.09442,1,2,1,0,0,42,4,FALSE
case_0790,straight,0.300077,0.473958,0.8776,0,300.878362,-13.459312,0,293.572648,13.020713,1,2,1,0,0,42,4,FALSE
case_0791,straight,0.300676,0.505987,0.8776,0,144.548256,-11.711844,0,763.636944,9.00588,1,2,1,0,0,42,4,FALSE
case_0792,straight,0.305578,0.506237,0.8776,0,192.480185,-8.390232,0,115.639398,24.90043,1,2,1,0,0,42,4,FALSE
case_0793,straight,0.393694,0.482653,0.8776,0,261.075833,-10.620889,0,980.523128,15.115488,1,2,1,0,0,42,4,FALSE
case_0794,straight,0.349479,0.447836,0.8776,0,82.823213,-6.107538,0,134.486246,3.218749,1,2,1,0,0,42,4,FALSE
case_0795,straight,0.334478,0.492706,0.8776,0,170.258905,-15.336303,0,329.328192,16.857883,1,2,1,0,0,42,4,FALSE
case_0796,straight,0.394671,0.489807,0.8776,0,167.879287,-14.925205,0,711.188171,10.422093,1,2,1,0,0,42,4,FALSE
case_0797,straight,0.375946,0.584459,0.8776,0,387.921953,-8.508011,0,250.957911,21.366923,1,2,1,0,0,42,4,FALSE
case_0798,straight,0.312959,0.486521,0.8776,0,216.776645,-6.669573,0,343.489561,27.937396,1,2,1,0,0,42,4,FALSE
case_0799,straight,0.325424,0.565607,0.8776,0,245.688596,-23.946541,0,185.364659,22.789627,1,2,1,0,0,42,4,FALSE
case_0800,straight,0.307141,0.56388,0.8776,0,108.878352,-16.994712,0,252.193973,6.509955,1,2,1,0,0,42,4,FALSE
case_0801,straight,0.393521,0.400788,0.8776,0,390.353644,-13.871038,0,825.603656,29.874745,1,2,1,0,0,42,4,FALSE
case_0802,straight,0.347147,0.501757,0.8776,0,161.943459,-23.187302,0,782.897268,26.229434,1,2,1,0,0,42,4,FALSE
case_0803,straight,0.340628,0.529607,0.8776,0,174.978026,-18.873277,0,237.857652,16.213317,1,2,1,0,0,42,4,FALSE
case_0804,straight,0.308402,0.464857,0.8776,0,167.201426,-23.783343,0,129.814964,6.050484,1,2,1,0,0,42,4,FALSE
case_0805,straight,0.346295,0.533314,0.8776,0,151.312165,-15.573627,0,219.018018,22.150959,1,2,1,0,0,42,4,FALSE
case_0806,straight,0.317152,0.497283,0.8776,0,113.214947,-16.430841,0,179.27865,11.034921,1,2,1,0,0,42,4,FALSE
case_0807,straight,0.317644,0.450609,0.8776,0,116.377256,-12.362211,0,387.375494,25.005398,1,2,1,0,0,42,4,FALSE
case_0808,straight,0.379141,0.569913,0.8776,0,125.81871,-6.325452,0,966.933649,27.779521,1,2,1,0,0,42,4,FALSE
case_0809,straight,0.331142,0.502228,0.8776,0,197.509158,-6.260264,0,427.93611,29.739754,1,2,1,0,0,42,4,FALSE
case_0810,straight,0.319212,0.539865,0.8776,0,288.181424,-15.463876,0,355.186386,26.363798,1,2,1,0,0,42,4,FALSE
case_0811,straight,0.359093,0.562677,0.8776,0,241.916134,-11.98202,0,553.487896,13.336699,1,2,1,0,0,42,4,FALSE
case_0812,straight,0.327888,0.482871,0.8776,0,105.125671,-19.489455,0,118.014794,10.459844,1,2,1,0,0,42,4,FALSE
case_0813,straight,0.379602,0.505252,0.8776,0,167.657323,-10.537719,0,623.090009,11.676807,1,2,1,0,0,42,4,FALSE
case_0814,straight,0.330827,0.423862,0.8776,0,88.797012,-11.074893,0,125.146163,10.847566,1,2,1,0,0,42,4,FALSE
case_0815,straight,0.393712,0.456394,0.8776,0,183.085162,-15.474579,0,988.067874,11.275062,1,2,1,0,0,42,4,FALSE
case_0816,straight,0.36029,0.573075,0.8776,0,169.529006,-20.846115,0,327.011051,9.462878,1,2,1,0,0,42,4,FALSE
case_0817,straight,0.301523,0.572956,0.8776,0,169.745462,-5.525933,0,404.707506,13.289159,1,2,1,0,0,42,4,FALSE
case_0818,straight,0.380413,0.438772,0.8776,0,164.903052,-9.34229,0,535.087192,2.21144,1,2,1,0,0,42,4,FALSE
case_0819,straight,0.315355,0.58329,0.8776,0,367.175265,-15.83902,0,137.9203,22.31387,1,2,1,0,0,42,4,FALSE
case_0820,straight,0.369491,0.572138,0.8776,0,228.188959,-13.038238,0,816.566364,19.406952,1,2,1,0,0,42,4,FALSE
case_0821,straight,0.37896,0.453121,0.8776,0,85.169667,-22.45891,0,375.604432,14.341056,1,2,1,0,0,42,4,FALSE
case_0822,straight,0.326715,0.451729,0.8776,0,266.538134,-16.437461,0,237.682801,11.515942,1,2,1,0,0,42,4,FALSE
